adjective,category,created_at,id,modifier,name,price
rechargable,instrument,2013-03-02 21:02:19,2156.0,opener,rechargable instrument opener,28.6
industrial-strength,contraption,2013-03-11 07:39:19,3719.0,,industrial-strength contraption,750.0
fuzzy,module,2013-03-21 15:09:08,477.0,how-to-manual,fuzzy module how-to-manual,0.0
fuzzy,dongle,2014-01-30 14:49:23,1470.0,opener,fuzzy dongle opener,15.0
prize-winning,instrument,2013-05-26 05:46:06,340.0,,prize-winning instrument,48.400000000000006
extra-strength,device,2014-01-25 08:54:34,640.0,,extra-strength device,100.0
reflective,device,2013-05-15 20:33:36,830.0,,reflective device,65.0
rechargable,widget,2013-12-22 18:20:03,2908.0,carrying_case,rechargable widget carrying_case,2.34
extra-strength,tool,2013-03-26 01:56:12,2382.0,carrying_case,extra-strength tool carrying_case,30.0
extra-strength,gadget,2013-10-21 02:42:31,2838.0,opener,extra-strength gadget opener,89.0
rechargable,tool,2013-09-28 23:35:58,3870.0,how-to-manual,rechargable tool how-to-manual,0.0
analog,dongle,2013-09-18 07:25:26,794.0,refill,analog dongle refill,21.6
prize-winning,widget,2013-12-06 07:34:13,2817.0,how-to-manual,prize-winning widget how-to-manual,0.0
,tool,2013-12-27 12:10:30,1004.0,refill,tool refill,20.0
glossy,apparatus,2013-09-17 08:00:20,108.0,opener,glossy apparatus opener,180.0
extra-strength,mechanism,2013-07-08 13:21:38,1963.0,,extra-strength mechanism,30.0
aerodynamic,widget,2013-02-26 09:06:21,2807.0,,aerodynamic widget,4.199999999999999
miniature,gadget,2013-06-18 19:08:42,1639.0,cleaner,miniature gadget cleaner,29.37
matte,widget,2013-11-06 01:16:20,3280.0,storage_unit,matte widget storage_unit,9.375
reflective,gadget,2013-03-24 00:09:14,1018.0,wrapper,reflective gadget wrapper,46.28
matte,contraption,2013-04-02 19:57:16,2920.0,charger,matte contraption charger,62.5
matte,contraption,2013-11-23 05:04:17,2666.0,refill,matte contraption refill,250.0
,device,2013-10-27 06:34:27,747.0,wrapper,device wrapper,20.0
matte,instrument,2013-12-18 18:06:45,3096.0,wrapper,matte instrument wrapper,22.0
digital,module,2014-02-25 23:57:08,1174.0,refill,digital module refill,88.0
organic,widget,2013-11-22 17:01:31,2963.0,warmer,organic widget warmer,4.95
,dongle,2013-11-12 09:47:51,2234.0,,dongle,30.0
glossy,device,2014-02-20 19:01:15,2812.0,,glossy device,60.0
glossy,instrument,2013-10-18 14:19:52,1671.0,,glossy instrument,52.8
digital,contraption,2013-07-20 12:01:18,2832.0,how-to-manual,digital contraption how-to-manual,0.0
fuzzy,contraption,2013-11-16 14:57:30,60.0,warmer,fuzzy contraption warmer,275.0
analog,mechanism,2013-10-27 09:02:26,3386.0,,analog mechanism,13.5
organic,device,2013-04-21 13:27:33,558.0,,organic device,75.0
,gadget,2013-03-10 09:24:02,3179.0,,gadget,89.0
matte,instrument,2013-12-26 08:05:14,610.0,warmer,matte instrument warmer,60.50000000000001
reflective,device,2013-07-15 08:55:54,1422.0,warmer,reflective device warmer,71.50000000000001
prize-winning,contraption,2013-10-09 04:28:29,2618.0,charger,prize-winning contraption charger,55.00000000000001
analog,contraption,2013-06-20 04:03:26,3769.0,,analog contraption,225.0
analog,gadget,2013-04-08 22:43:04,3132.0,cleaner,analog gadget cleaner,48.06
organic,contraption,2013-06-05 15:38:05,1461.0,refill,organic contraption refill,300.0
matte,tool,2013-06-01 12:08:16,3415.0,charger,matte tool charger,6.25
rechargable,device,2014-02-24 15:43:50,2003.0,storage_unit,rechargable device storage_unit,162.5
,instrument,2013-06-13 23:19:35,2098.0,,instrument,44.0
aerodynamic,tool,2013-04-25 05:51:15,2888.0,,aerodynamic tool,35.0
rechargable,widget,2013-07-28 01:08:56,3988.0,,rechargable widget,3.9000000000000004
miniature,dongle,2013-04-20 14:36:56,2751.0,,miniature dongle,16.5
digital,apparatus,2013-09-05 08:44:57,2695.0,refill,digital apparatus refill,264.0
organic,dongle,2013-06-10 13:35:03,1891.0,,organic dongle,45.0
matte,device,2013-12-23 12:12:42,900.0,,matte device,62.5
digital,module,2014-02-21 06:36:29,2952.0,opener,digital module opener,55.00000000000001
industrial-strength,tool,2013-10-14 15:16:20,702.0,opener,industrial-strength tool opener,37.5
rechargable,device,2013-11-27 08:32:50,3913.0,wrapper,rechargable device wrapper,26.0
reflective,dongle,2013-06-07 18:07:22,30.0,opener,reflective dongle opener,19.5
glossy,apparatus,2014-01-28 09:08:04,1748.0,,glossy apparatus,360.0
digital,widget,2013-10-03 19:55:08,2630.0,,digital widget,3.3000000000000003
industrial-strength,widget,2013-03-24 12:45:13,2142.0,how-to-manual,industrial-strength widget how-to-manual,0.0
prize-winning,device,2013-04-12 13:00:06,737.0,wrapper,prize-winning device wrapper,22.0
aerodynamic,gadget,2013-03-30 12:20:24,955.0,opener,aerodynamic gadget opener,62.3
digital,apparatus,2014-01-28 00:14:04,2173.0,warmer,digital apparatus warmer,363.00000000000006
aerodynamic,gadget,2013-11-04 00:28:56,1287.0,how-to-manual,aerodynamic gadget how-to-manual,0.0
industrial-strength,module,2013-06-29 10:17:27,2218.0,cleaner,industrial-strength module cleaner,180.0
digital,device,2014-02-16 23:30:37,94.0,,digital device,55.00000000000001
reflective,gadget,2013-07-21 18:55:48,2203.0,warmer,reflective gadget warmer,127.27000000000001
rechargable,widget,2013-06-12 00:41:55,2039.0,carrying_case,rechargable widget carrying_case,2.34
,apparatus,2013-07-06 01:23:48,494.0,carrying_case,apparatus carrying_case,180.0
,gadget,2013-08-01 15:23:19,223.0,how-to-manual,gadget how-to-manual,0.0
fuzzy,module,2013-11-30 17:22:12,508.0,,fuzzy module,100.0
digital,tool,2013-07-02 23:33:42,969.0,,digital tool,27.500000000000004
rechargable,module,2013-03-03 21:59:37,3363.0,cleaner,rechargable module cleaner,78.0
reflective,dongle,2013-09-21 12:10:29,882.0,storage_unit,reflective dongle storage_unit,97.5
prize-winning,mechanism,2013-06-07 09:43:26,128.0,storage_unit,prize-winning mechanism storage_unit,41.25
extra-strength,mechanism,2013-11-25 08:10:31,2603.0,cleaner,extra-strength mechanism cleaner,18.0
industrial-strength,mechanism,2013-10-18 02:07:10,2181.0,cleaner,industrial-strength mechanism cleaner,27.0
analog,contraption,2013-06-03 14:04:01,89.0,storage_unit,analog contraption storage_unit,562.5
organic,contraption,2013-07-22 04:42:24,2818.0,,organic contraption,375.0
rechargable,apparatus,2013-07-29 11:37:24,936.0,wrapper,rechargable apparatus wrapper,156.0
miniature,mechanism,2014-01-23 07:36:48,292.0,carrying_case,miniature mechanism carrying_case,4.95
reflective,gadget,2013-12-09 06:21:29,445.0,storage_unit,reflective gadget storage_unit,289.25
organic,gadget,2013-05-12 14:54:18,1346.0,,organic gadget,133.5
glossy,gadget,2014-01-24 17:11:57,322.0,how-to-manual,glossy gadget how-to-manual,0.0
prize-winning,contraption,2014-01-27 20:24:52,3377.0,,prize-winning contraption,275.0
prize-winning,gadget,2013-03-10 19:59:44,3614.0,charger,prize-winning gadget charger,19.580000000000002
digital,apparatus,2013-09-07 04:42:40,1503.0,cleaner,digital apparatus cleaner,198.00000000000003
analog,dongle,2014-02-16 15:20:26,3462.0,,analog dongle,27.0
analog,widget,2013-11-23 18:45:43,100.0,cleaner,analog widget cleaner,1.6199999999999999
aerodynamic,tool,2013-12-06 19:09:35,1566.0,,aerodynamic tool,35.0
,module,2013-03-16 13:26:10,3695.0,cleaner,module cleaner,60.0
,dongle,2013-09-01 20:50:32,3710.0,,dongle,30.0
glossy,contraption,2013-06-30 14:04:26,2260.0,refill,glossy contraption refill,240.0
organic,device,2013-07-15 14:42:30,3041.0,storage_unit,organic device storage_unit,187.5
rechargable,widget,2013-08-21 21:17:58,2402.0,,rechargable widget,3.9000000000000004
matte,gadget,2013-12-22 08:27:43,1737.0,storage_unit,matte gadget storage_unit,278.125
industrial-strength,mechanism,2013-11-05 20:17:15,1809.0,,industrial-strength mechanism,45.0
matte,device,2013-11-24 22:00:01,2230.0,opener,matte device opener,31.25
,instrument,2013-04-12 20:22:56,2907.0,refill,instrument refill,35.2
,gadget,2013-12-25 11:34:52,2079.0,storage_unit,gadget storage_unit,222.5
,gadget,2013-11-19 03:44:28,1063.0,charger,gadget charger,17.8
fuzzy,module,2013-07-27 22:26:55,798.0,cleaner,fuzzy module cleaner,60.0
extra-strength,tool,2013-07-06 19:36:45,1377.0,wrapper,extra-strength tool wrapper,20.0
miniature,module,2013-10-07 06:19:51,982.0,carrying_case,miniature module carrying_case,33.0
prize-winning,mechanism,2014-02-03 11:21:07,2794.0,,prize-winning mechanism,16.5
aerodynamic,dongle,2013-12-23 20:48:04,2395.0,,aerodynamic dongle,42.0
matte,apparatus,2013-04-23 08:59:22,3916.0,,matte apparatus,375.0
,module,2014-02-11 15:21:06,381.0,,module,100.0
organic,instrument,2013-06-09 01:09:09,1059.0,charger,organic instrument charger,13.200000000000001
miniature,apparatus,2013-11-30 08:46:46,3031.0,,miniature apparatus,165.0
analog,mechanism,2013-08-15 05:32:25,2002.0,,analog mechanism,13.5
digital,widget,2013-04-18 14:28:09,1321.0,wrapper,digital widget wrapper,1.3200000000000003
fuzzy,module,2014-02-23 09:30:46,3671.0,charger,fuzzy module charger,20.0
rechargable,widget,2014-02-18 07:00:37,3142.0,refill,rechargable widget refill,3.1200000000000006
reflective,mechanism,2013-08-01 03:04:27,1596.0,carrying_case,reflective mechanism carrying_case,11.700000000000001
matte,module,2013-04-08 15:03:35,2587.0,,matte module,125.0
aerodynamic,widget,2013-12-25 22:10:51,1961.0,cleaner,aerodynamic widget cleaner,2.5199999999999996
matte,widget,2014-02-09 11:30:14,2679.0,,matte widget,3.75
rechargable,mechanism,2013-12-28 06:05:39,1990.0,wrapper,rechargable mechanism wrapper,7.800000000000001
reflective,contraption,2013-07-05 16:18:34,2740.0,how-to-manual,reflective contraption how-to-manual,0.0
reflective,apparatus,2013-06-16 10:01:48,2871.0,carrying_case,reflective apparatus carrying_case,234.0
miniature,apparatus,2013-03-17 09:36:19,550.0,refill,miniature apparatus refill,132.0
miniature,apparatus,2013-04-04 17:09:02,475.0,refill,miniature apparatus refill,132.0
reflective,instrument,2013-11-04 12:32:44,1425.0,opener,reflective instrument opener,28.6
miniature,dongle,2014-01-09 19:33:01,1182.0,,miniature dongle,16.5
organic,dongle,2013-11-27 06:29:57,1335.0,refill,organic dongle refill,36.0
extra-strength,widget,2013-05-02 21:48:24,2811.0,opener,extra-strength widget opener,3.0
glossy,mechanism,2013-08-17 22:16:30,3845.0,carrying_case,glossy mechanism carrying_case,10.799999999999999
reflective,contraption,2013-05-02 18:38:58,86.0,,reflective contraption,325.0
aerodynamic,apparatus,2013-05-03 06:45:27,3121.0,opener,aerodynamic apparatus opener,210.0
rechargable,dongle,2013-05-15 13:57:47,1045.0,opener,rechargable dongle opener,19.5
prize-winning,dongle,2013-05-12 13:44:20,283.0,carrying_case,prize-winning dongle carrying_case,19.8
digital,instrument,2013-10-04 07:11:22,679.0,warmer,digital instrument warmer,53.24000000000001
fuzzy,instrument,2013-06-01 03:38:32,3178.0,cleaner,fuzzy instrument cleaner,26.4
industrial-strength,module,2013-11-21 13:03:35,2397.0,storage_unit,industrial-strength module storage_unit,750.0
reflective,contraption,2014-02-14 08:12:08,3942.0,charger,reflective contraption charger,65.0
reflective,tool,2013-08-31 01:24:38,2690.0,how-to-manual,reflective tool how-to-manual,0.0
extra-strength,module,2013-12-13 12:21:29,1930.0,,extra-strength module,200.0
organic,contraption,2013-10-24 11:30:13,8.0,refill,organic contraption refill,300.0
reflective,dongle,2013-06-02 01:56:48,2535.0,cleaner,reflective dongle cleaner,23.400000000000002
industrial-strength,dongle,2013-03-30 18:28:06,1214.0,storage_unit,industrial-strength dongle storage_unit,225.0
reflective,module,2014-02-15 05:33:39,141.0,charger,reflective module charger,26.0
aerodynamic,dongle,2013-08-14 10:27:23,373.0,,aerodynamic dongle,42.0
glossy,mechanism,2013-11-11 13:42:10,3335.0,charger,glossy mechanism charger,3.5999999999999996
miniature,gadget,2013-05-21 12:12:23,1577.0,,miniature gadget,48.95
glossy,dongle,2013-06-06 13:51:51,2911.0,cleaner,glossy dongle cleaner,21.599999999999998
industrial-strength,instrument,2013-09-17 13:01:11,3305.0,refill,industrial-strength instrument refill,105.60000000000001
rechargable,gadget,2013-12-15 06:34:43,1242.0,refill,rechargable gadget refill,92.56
matte,gadget,2014-02-21 18:27:18,1530.0,carrying_case,matte gadget carrying_case,66.75
industrial-strength,module,2013-11-09 18:13:42,2010.0,,industrial-strength module,300.0
,contraption,2013-06-12 11:55:34,3747.0,,contraption,250.0
reflective,widget,2013-09-15 11:44:08,2732.0,charger,reflective widget charger,0.7800000000000001
extra-strength,module,2013-08-23 04:17:42,2491.0,storage_unit,extra-strength module storage_unit,500.0
glossy,device,2014-01-15 00:28:20,791.0,,glossy device,60.0
glossy,dongle,2014-01-17 08:34:11,1239.0,wrapper,glossy dongle wrapper,14.399999999999999
organic,dongle,2013-04-10 05:25:10,1090.0,carrying_case,organic dongle carrying_case,27.0
,module,2013-02-26 06:32:29,1743.0,wrapper,module wrapper,40.0
digital,widget,2013-08-20 15:42:05,334.0,cleaner,digital widget cleaner,1.98
extra-strength,module,2013-06-03 16:02:47,902.0,storage_unit,extra-strength module storage_unit,500.0
organic,dongle,2013-11-15 02:21:06,2030.0,cleaner,organic dongle cleaner,27.0
extra-strength,tool,2013-11-05 02:42:49,2423.0,how-to-manual,extra-strength tool how-to-manual,0.0
glossy,mechanism,2013-09-18 15:40:46,2760.0,,glossy mechanism,18.0
rechargable,gadget,2013-09-12 10:31:33,3596.0,carrying_case,rechargable gadget carrying_case,69.42
rechargable,mechanism,2013-05-16 10:29:43,3214.0,,rechargable mechanism,19.5
industrial-strength,instrument,2013-10-08 06:39:53,1340.0,,industrial-strength instrument,132.0
glossy,widget,2014-02-20 23:18:13,3780.0,refill,glossy widget refill,2.8800000000000003
analog,gadget,2014-01-14 18:35:08,1667.0,how-to-manual,analog gadget how-to-manual,0.0
aerodynamic,widget,2013-05-09 19:11:23,1159.0,,aerodynamic widget,4.199999999999999
analog,mechanism,2013-03-09 15:12:38,2317.0,wrapper,analog mechanism wrapper,5.4
glossy,device,2013-04-02 02:51:11,2782.0,,glossy device,60.0
prize-winning,module,2013-11-15 14:11:38,592.0,,prize-winning module,110.00000000000001
industrial-strength,tool,2013-08-26 15:37:32,1683.0,carrying_case,industrial-strength tool carrying_case,45.0
,instrument,2013-04-29 09:00:48,1334.0,refill,instrument refill,35.2
rechargable,tool,2013-09-28 22:13:06,2353.0,,rechargable tool,32.5
industrial-strength,dongle,2013-12-10 12:12:30,371.0,opener,industrial-strength dongle opener,45.0
rechargable,contraption,2013-10-14 21:50:02,3152.0,refill,rechargable contraption refill,260.0
,tool,2013-07-23 03:02:53,3239.0,,tool,25.0
rechargable,instrument,2013-07-28 20:09:29,136.0,warmer,rechargable instrument warmer,62.92000000000001
reflective,dongle,2013-11-14 11:00:45,1448.0,wrapper,reflective dongle wrapper,15.600000000000001
organic,instrument,2013-10-13 23:23:00,3801.0,,organic instrument,66.0
fuzzy,mechanism,2013-05-05 06:46:58,2214.0,,fuzzy mechanism,15.0
,dongle,2013-12-16 09:03:35,471.0,,dongle,30.0
,device,2013-12-23 16:47:14,899.0,,device,50.0
,dongle,2014-01-27 08:56:42,1849.0,wrapper,dongle wrapper,12.0
,gadget,2013-10-11 23:10:16,2562.0,warmer,gadget warmer,97.9
analog,dongle,2013-07-19 22:16:56,1902.0,storage_unit,analog dongle storage_unit,67.5
digital,mechanism,2013-08-27 05:48:50,2959.0,wrapper,digital mechanism wrapper,6.6000000000000005
matte,tool,2013-10-15 17:38:55,2547.0,warmer,matte tool warmer,34.37500000000001
organic,device,2014-01-23 07:50:35,2599.0,charger,organic device charger,15.0
,contraption,2013-04-20 23:16:24,16.0,opener,contraption opener,125.0
digital,dongle,2014-02-19 05:37:45,1706.0,opener,digital dongle opener,16.5
analog,dongle,2014-02-24 20:40:42,1236.0,opener,analog dongle opener,13.5
miniature,apparatus,2013-06-27 21:38:36,2880.0,cleaner,miniature apparatus cleaner,99.00000000000001
,module,2013-12-08 23:24:59,2274.0,carrying_case,module carrying_case,60.0
industrial-strength,module,2014-01-25 23:27:19,466.0,,industrial-strength module,300.0
,apparatus,2013-12-20 04:19:33,3642.0,cleaner,apparatus cleaner,180.0
fuzzy,device,2013-07-06 14:26:30,854.0,carrying_case,fuzzy device carrying_case,30.0
prize-winning,gadget,2013-12-01 05:09:59,1258.0,,prize-winning gadget,97.9
,apparatus,2013-03-08 07:28:41,219.0,,apparatus,300.0
organic,instrument,2013-06-19 05:20:17,2827.0,,organic instrument,66.0
aerodynamic,module,2013-09-13 11:23:20,3911.0,how-to-manual,aerodynamic module how-to-manual,0.0
glossy,contraption,2013-07-05 06:18:38,3757.0,,glossy contraption,300.0
organic,contraption,2013-06-30 18:27:10,851.0,how-to-manual,organic contraption how-to-manual,0.0
extra-strength,instrument,2013-04-29 05:56:41,2745.0,cleaner,extra-strength instrument cleaner,52.8
fuzzy,dongle,2013-12-18 22:18:48,1815.0,,fuzzy dongle,30.0
extra-strength,widget,2013-07-12 00:31:57,2105.0,charger,extra-strength widget charger,1.2000000000000002
organic,tool,2013-10-22 00:03:17,2829.0,cleaner,organic tool cleaner,22.5
organic,widget,2013-08-02 17:22:54,1972.0,warmer,organic widget warmer,4.95
miniature,module,2013-12-04 02:32:34,3171.0,cleaner,miniature module cleaner,33.0
,contraption,2013-12-02 19:27:26,3248.0,refill,contraption refill,200.0
matte,mechanism,2013-12-15 01:47:47,3426.0,opener,matte mechanism opener,9.375
reflective,device,2013-04-24 09:05:05,3413.0,,reflective device,65.0
matte,dongle,2013-07-13 10:16:16,2135.0,refill,matte dongle refill,30.0
industrial-strength,apparatus,2014-02-03 16:12:13,3878.0,,industrial-strength apparatus,900.0
,contraption,2014-02-08 14:30:52,2704.0,,contraption,250.0
industrial-strength,mechanism,2013-06-08 15:18:13,3380.0,charger,industrial-strength mechanism charger,9.0
miniature,gadget,2014-01-24 12:04:10,111.0,charger,miniature gadget charger,9.790000000000001
matte,mechanism,2014-02-17 02:11:31,2115.0,,matte mechanism,18.75
miniature,widget,2013-02-27 08:19:14,3234.0,,miniature widget,1.6500000000000001
prize-winning,apparatus,2014-02-17 13:31:53,2216.0,how-to-manual,prize-winning apparatus how-to-manual,0.0
analog,device,2013-09-29 15:20:02,214.0,how-to-manual,analog device how-to-manual,0.0
fuzzy,apparatus,2013-05-12 23:35:14,1349.0,warmer,fuzzy apparatus warmer,330.0
reflective,mechanism,2013-11-04 06:05:04,1908.0,opener,reflective mechanism opener,9.75
fuzzy,tool,2014-01-27 21:26:01,362.0,refill,fuzzy tool refill,20.0
fuzzy,dongle,2013-04-16 10:47:36,3978.0,,fuzzy dongle,30.0
digital,tool,2013-12-27 04:51:56,2554.0,,digital tool,27.500000000000004
fuzzy,module,2013-11-28 13:54:06,2644.0,charger,fuzzy module charger,20.0
rechargable,module,2013-07-03 03:08:31,80.0,cleaner,rechargable module cleaner,78.0
industrial-strength,apparatus,2013-12-31 10:17:59,3714.0,opener,industrial-strength apparatus opener,450.0
analog,tool,2013-12-30 05:46:58,2651.0,cleaner,analog tool cleaner,13.5
reflective,module,2013-03-15 03:00:09,719.0,wrapper,reflective module wrapper,52.0
rechargable,widget,2013-09-22 05:05:26,1269.0,wrapper,rechargable widget wrapper,1.5600000000000003
organic,tool,2014-02-04 17:48:33,1519.0,charger,organic tool charger,7.5
prize-winning,tool,2013-06-20 23:13:08,423.0,,prize-winning tool,27.500000000000004
aerodynamic,device,2013-10-29 07:28:23,1826.0,charger,aerodynamic device charger,14.0
miniature,mechanism,2013-11-10 21:32:33,2487.0,,miniature mechanism,8.25
aerodynamic,mechanism,2013-08-01 23:19:41,243.0,,aerodynamic mechanism,21.0
,tool,2013-12-31 07:05:48,3893.0,how-to-manual,tool how-to-manual,0.0
fuzzy,device,2013-03-14 20:57:35,2464.0,,fuzzy device,50.0
,contraption,2013-10-19 23:50:43,1786.0,how-to-manual,contraption how-to-manual,0.0
fuzzy,tool,2014-02-16 23:35:31,2059.0,charger,fuzzy tool charger,5.0
organic,apparatus,2014-01-22 11:44:34,845.0,charger,organic apparatus charger,90.0
,apparatus,2013-07-02 07:45:04,2676.0,storage_unit,apparatus storage_unit,750.0
digital,device,2013-06-18 04:54:35,3098.0,,digital device,55.00000000000001
extra-strength,module,2013-08-12 05:40:15,1180.0,cleaner,extra-strength module cleaner,120.0
extra-strength,mechanism,2013-09-02 00:32:19,648.0,storage_unit,extra-strength mechanism storage_unit,75.0
digital,gadget,2013-11-15 23:11:13,2144.0,cleaner,digital gadget cleaner,58.74
digital,gadget,2013-09-08 06:44:31,1538.0,cleaner,digital gadget cleaner,58.74
analog,widget,2013-03-01 11:25:43,1757.0,,analog widget,2.7
,dongle,2013-11-01 02:03:08,3943.0,refill,dongle refill,24.0
organic,apparatus,2013-10-03 08:37:15,2295.0,,organic apparatus,450.0
reflective,tool,2013-08-11 10:04:27,3312.0,refill,reflective tool refill,26.0
digital,contraption,2013-04-25 03:11:27,1405.0,storage_unit,digital contraption storage_unit,687.5
glossy,module,2013-09-14 14:30:26,3463.0,warmer,glossy module warmer,132.0
glossy,gadget,2013-10-11 10:26:53,857.0,charger,glossy gadget charger,21.36
miniature,contraption,2013-11-14 23:11:51,244.0,,miniature contraption,137.5
rechargable,instrument,2014-02-07 06:57:27,2887.0,wrapper,rechargable instrument wrapper,22.880000000000003
matte,module,2014-02-19 20:52:09,1487.0,,matte module,125.0
miniature,instrument,2013-03-14 16:52:17,1713.0,storage_unit,miniature instrument storage_unit,60.50000000000001
fuzzy,contraption,2013-05-31 18:36:25,152.0,storage_unit,fuzzy contraption storage_unit,625.0
extra-strength,gadget,2013-08-13 12:12:34,3165.0,opener,extra-strength gadget opener,89.0
glossy,mechanism,2013-03-29 06:33:10,143.0,,glossy mechanism,18.0
prize-winning,gadget,2013-09-24 19:14:41,3871.0,,prize-winning gadget,97.9
industrial-strength,apparatus,2013-03-30 01:18:30,2354.0,storage_unit,industrial-strength apparatus storage_unit,2250.0
reflective,module,2013-12-19 06:38:15,391.0,,reflective module,130.0
organic,module,2013-08-06 10:21:07,2222.0,warmer,organic module warmer,165.00000000000003
extra-strength,dongle,2013-05-26 01:37:33,2715.0,,extra-strength dongle,60.0
rechargable,tool,2013-08-01 16:05:31,79.0,refill,rechargable tool refill,26.0
industrial-strength,mechanism,2013-10-27 17:13:05,1687.0,,industrial-strength mechanism,45.0
rechargable,module,2013-09-20 07:15:14,3444.0,,rechargable module,130.0
rechargable,widget,2013-10-24 15:25:31,2205.0,charger,rechargable widget charger,0.7800000000000001
analog,apparatus,2013-08-01 09:01:22,3983.0,,analog apparatus,270.0
reflective,apparatus,2014-01-12 18:07:39,2658.0,charger,reflective apparatus charger,78.0
digital,dongle,2013-03-17 04:16:01,1388.0,storage_unit,digital dongle storage_unit,82.5
,mechanism,2014-01-06 04:36:12,3495.0,,mechanism,15.0
,widget,2014-01-01 12:34:05,375.0,cleaner,widget cleaner,1.7999999999999998
prize-winning,apparatus,2013-04-27 18:29:38,731.0,,prize-winning apparatus,330.0
matte,tool,2014-02-08 11:09:19,1840.0,cleaner,matte tool cleaner,18.75
analog,widget,2013-05-01 14:20:03,1189.0,storage_unit,analog widget storage_unit,6.75
fuzzy,tool,2013-04-19 07:37:15,455.0,opener,fuzzy tool opener,12.5
aerodynamic,mechanism,2013-06-18 18:32:33,2741.0,how-to-manual,aerodynamic mechanism how-to-manual,0.0
miniature,apparatus,2013-12-24 22:49:31,1514.0,cleaner,miniature apparatus cleaner,99.00000000000001
analog,apparatus,2014-02-24 19:01:35,2465.0,,analog apparatus,270.0
,instrument,2013-06-19 17:04:40,2485.0,opener,instrument opener,22.0
reflective,tool,2013-07-20 12:23:11,2303.0,storage_unit,reflective tool storage_unit,81.25
matte,device,2013-06-24 18:57:33,2201.0,charger,matte device charger,12.5
,widget,2013-06-15 15:25:22,3529.0,,widget,3.0
reflective,gadget,2013-02-25 14:37:38,218.0,,reflective gadget,115.7
miniature,tool,2013-10-12 19:39:02,3355.0,how-to-manual,miniature tool how-to-manual,0.0
fuzzy,widget,2013-07-19 23:38:10,3548.0,refill,fuzzy widget refill,2.4000000000000004
organic,tool,2013-05-13 19:28:31,1988.0,how-to-manual,organic tool how-to-manual,0.0
digital,apparatus,2013-07-21 14:15:51,3160.0,,digital apparatus,330.0
fuzzy,gadget,2013-05-03 08:13:19,3063.0,wrapper,fuzzy gadget wrapper,35.6
aerodynamic,dongle,2013-07-26 05:58:47,465.0,wrapper,aerodynamic dongle wrapper,16.799999999999997
analog,apparatus,2013-08-19 14:47:48,2516.0,storage_unit,analog apparatus storage_unit,675.0
,dongle,2013-07-04 10:39:26,852.0,wrapper,dongle wrapper,12.0
glossy,module,2013-11-16 23:03:51,3733.0,storage_unit,glossy module storage_unit,300.0
analog,widget,2013-05-12 18:59:49,2669.0,how-to-manual,analog widget how-to-manual,0.0
organic,widget,2013-11-30 04:53:46,1284.0,,organic widget,4.5
organic,module,2013-03-07 01:04:15,3409.0,wrapper,organic module wrapper,60.0
miniature,gadget,2013-03-13 07:18:10,2642.0,refill,miniature gadget refill,39.160000000000004
industrial-strength,apparatus,2013-12-01 23:29:48,3244.0,wrapper,industrial-strength apparatus wrapper,360.0
matte,dongle,2013-12-06 07:09:15,1379.0,,matte dongle,37.5
fuzzy,widget,2014-01-09 11:42:43,2997.0,wrapper,fuzzy widget wrapper,1.2000000000000002
fuzzy,tool,2013-08-13 04:57:02,1441.0,wrapper,fuzzy tool wrapper,10.0
glossy,instrument,2014-02-02 06:15:40,361.0,warmer,glossy instrument warmer,58.080000000000005
matte,tool,2013-08-04 04:21:52,1151.0,,matte tool,31.25
prize-winning,module,2013-06-22 03:12:29,489.0,cleaner,prize-winning module cleaner,66.0
reflective,contraption,2013-07-16 07:45:06,1073.0,how-to-manual,reflective contraption how-to-manual,0.0
industrial-strength,instrument,2013-04-28 02:32:05,580.0,cleaner,industrial-strength instrument cleaner,79.19999999999999
,apparatus,2013-04-27 02:20:00,427.0,storage_unit,apparatus storage_unit,750.0
extra-strength,widget,2013-05-14 22:10:56,2459.0,carrying_case,extra-strength widget carrying_case,3.5999999999999996
prize-winning,module,2013-05-18 11:18:55,806.0,how-to-manual,prize-winning module how-to-manual,0.0
rechargable,gadget,2013-10-04 17:54:58,358.0,,rechargable gadget,115.7
miniature,module,2013-09-29 00:46:39,1107.0,storage_unit,miniature module storage_unit,137.5
glossy,instrument,2013-07-21 05:54:29,1328.0,how-to-manual,glossy instrument how-to-manual,0.0
industrial-strength,apparatus,2013-08-10 07:00:25,3162.0,opener,industrial-strength apparatus opener,450.0
extra-strength,apparatus,2013-08-24 17:31:45,3278.0,carrying_case,extra-strength apparatus carrying_case,360.0
reflective,tool,2013-07-17 09:55:54,32.0,,reflective tool,32.5
organic,dongle,2013-12-17 14:05:16,2451.0,,organic dongle,45.0
aerodynamic,gadget,2013-09-24 19:54:57,3416.0,opener,aerodynamic gadget opener,62.3
rechargable,module,2013-09-09 04:07:02,3576.0,storage_unit,rechargable module storage_unit,325.0
extra-strength,widget,2013-08-25 21:12:22,1289.0,,extra-strength widget,6.0
fuzzy,module,2013-12-14 10:46:17,1234.0,wrapper,fuzzy module wrapper,40.0
miniature,apparatus,2013-11-13 12:21:27,1759.0,refill,miniature apparatus refill,132.0
industrial-strength,device,2013-12-15 00:53:51,3333.0,,industrial-strength device,150.0
matte,tool,2013-03-08 14:46:52,1926.0,carrying_case,matte tool carrying_case,18.75
,contraption,2013-04-05 05:00:32,2.0,opener,contraption opener,125.0
